"Event Unique ID","Title","Event Status","Organization","Organization Type","Organization Shipping Address - Street Address","Address line 2","Organization Shipping Address - City","Organization Shipping Address - State","Organization Shipping Address - Zip","Organization Facebook Address","Organization Instagram Address","Organization Twitter @Username","Organization Website","URL","Event Type","Content Area","Target Audience","Special Audiences","Event Date(s)","Event Venue or Facility Name","Street Address","Address line 2","City","State","Zip code","NC County","Coordinates","Cost for Festival Participants","Single Event Price","Event Description","Event Website","In-person/Online"
3388,"STEM Trek 2025","Accepted","STEM West","Non-profit","3951 Countryside Lane",,"Claremont","North Carolina",28610,"ncstemwest",,"stemwestorg","www.stemwest.org","http://www.ncsciencefestival.org/events/stem-trek-2025","Hands-On, Indoor Event, Expo","Art & Design, Health, Business & Careers, Chemistry, Life Sciences, Earth & Space Sciences, Mathematics, Physics, Engineering, Science & Society, Environment, Food, Sports & Fitness, Technology","Families, Adults","Job Seekers and families!","04/16/2025 - 3:00pm to 6:00pm","Hickory Metro Convention Center","1960 13th Ave Dr SE #5186",,"Hickory","North Carolina",28602,"Catawba","POINT (-81.3039439 35.7091445)","FREE",,"<p><strong>FREE Community Event 2 in 1!</strong> All families are invited to participate to learn about STEM careers in our region! Over 50 STEM organizations and businesses will host hands-on STEM activities to engage all ages to then learn about careers for all educational trajectories! Goals: FUN and learning!</p>
<p><strong>Bonus: </strong>This event will also be hosting Human Resources contacts as a regional JOB FAIR for adults while families are enjoying the activities!</p>
",,"In-person"
3389,"Code Ninjas 101","Accepted","Granville County Library Systems","Library","210 Main Street",,"Oxford","North Carolina",27565,,,,"http://www.granville.lib.nc.us/","http://www.ncsciencefestival.org/events/code-ninjas-101","Hands-On, Indoor Event","Technology","Children","4th and 5th grade students","04/08/2025 - 11:00am to 2:00pm 04/22/2025 - 11:00am to 2:00pm","West Oxford Elementary School","412 Ivey Day Road",,"Oxford","North Carolina",27565,"Granville","POINT (-78.6123867 36.3223331)","FREE",,"<p><em>This is event for students at West Oxford and C.G. Credle Elementary Schools.Â </em></p>
<p>The 4th and 5th grade students at West Oxford Elementary School and C.G. Credle Elementary School in Oxford are learning to code! We'll learn a brief history about computers and the internet before diving into Scratch programming language. By the end, the participants will learn how to code their own cartoon.</p>
",,"In-person"
3390,"STEM Quest: Ignite Your Curiosity","Accepted","South Piedmont Community College","Community College","4209 Old Charlotte Hwy.",,"Monroe","North Carolina",28110,"https://fb.me/e/2j51emWo2",,,"https://spcc.edu/event-single/wonders-of-science/","http://www.ncsciencefestival.org/events/stem-quest-ignite-your-curiosity","Hands-On, Indoor Event, Performance/Talk, Tour","Chemistry, Life Sciences, Physics, Engineering, Science & Society, Technology","Children, Teens, Adults",,"04/08/2025 - 9:00am to 4:00pm","South Piedmont Community College","4209 OCH Highway",,"Monroe","North Carolina",28110,"Union","POINT (-80.5216184 35.0849752)","FREE",,"<p><strong>STEM Quest: Ignite Your Curiosity!</strong><br />
<strong>When:</strong> April 8, 2025, from 9:00AM â€“ 4:00PM<br />
<strong>Where:</strong> 4209 OCH Highway. Monroe,Â NCÂ 28110</p>
<p>Dive into a world of hands-on science and engineering! At STEM Quest, curious minds ages 7 and up will explore the wonders of energy conversions, build circuits, and participate in captivating interactive demonstrations.</p>
<p><strong>What to Expect:</strong></p>
<ul>
<li>Assemble circuits and uncover the mysteries of electricity.</li>
<li>Learn the fascinating science behind energy transformations.</li>
<li>Experiment with cutting-edge gadgets and tools.</li>
<li>Engage in fun, family-friendly STEM activitiesâ€”no prior experience needed!</li>
</ul>
<p>Come ready to create, explore, and be inspired. Whether you're a budding scientist or just looking for an afternoon of discovery, STEM Quest promises an unforgettable journey into the magic of STEM.</p>
<p><strong>Admission:</strong> Free</p>
",,"In-person"
3391,"Merchants Millpond / Salmon Creek State Park Present: Animals and Furs","Accepted","Hertford County Public Library","Library","303 W. Tryon St",,"Winton","North Carolina",27986,"https://www.facebook.com/hertfordcountypubliclibrary",,,"arlnc.libguides.com/home","http://www.ncsciencefestival.org/events/merchants-millpond-salmon-creek-state-park-present-animals-and-furs","Hands-On, Indoor Event, Performance/Talk","Life Sciences, Environment","Families",,"04/16/2025 - 11:00am to 12:00pm","Hertford County Public Library","303 W Tryon St",,"Winton","North Carolina",27986,"Hertford","POINT (-76.9350371 36.3968329)","FREE",,"<p>Join us as Park Ranger Katie Sanford from Salmon Creek State Natural Area talks about the animals that live in and nearÂ  Merchants Millpond State Park. She'll talk about the newest state natural area - Salmon Creek. See animal furs up close as well as a live animal!</p>
","https://www.facebook.com/hertfordcountypubliclibrary","In-person"
3392,"Statewide Star Party: OBX","Accepted","Jockey's Ridge State Park","State Park","300 W. Carolista Dr",,"Nags Head","North Carolina",27959,,,,"ncparks.gov","http://www.ncsciencefestival.org/events/statewide-star-party-obx-2","Hands-On, Outdoor Event, Stargazing","Earth & Space Sciences","Children, Teens, Families, Adults",,"04/04/2025 - 5:30pm to 10:00pm","Dowdy Park","3005 S Croatan Hwy",,"Nags Head","North Carolina",27959,"Dare","POINT (-75.6395382 35.9775758)","FREE",,"<p>Check out the night sky at our annual Statewide Star Party: OBX! We will set up telescopes and lots of interactive lessons for kids on all things night sky at Dowdy Park in Nags Head. All are welcome to join us!Â </p>
<p>The NC Science Festivalâ€™s annual Statewide Star Party is made possible through the generous support of theâ€¯<a href=""https://ncspacegrant.ncsu.edu/"" rel=""noreferrer noopener"" target=""_blank"">NC Space Grant</a>.</p>
",,"In-person"
3393,"Lean In, Women in Science ","Accepted","NC School of Science and Mathematics","UNC System","1219 Broad St.","Science Dept.","Durham","North Carolina",27715,"https://www.facebook.com/NCSSM/",,"sheck@ncssm.edu","https://www.ncssm.edu/","http://www.ncsciencefestival.org/events/lean-women-science-6","Indoor Event, Outdoor Event","Health, Business & Careers, Chemistry, Life Sciences, Earth & Space Sciences, Physics, Science & Society, Technology","Teens, Adults","all are welcome, especially encouraging to young women interested in STEM fields ","04/03/2025 - 4:00pm to 6:30pm","NC School of Science and Mathematics - Durham","NCSSM","1912 W. Club Blvd","Durham","North Carolina",17715,"Durham","POINT (-78.9204262 36.017478)","FREE",,"<p>Lean In, Women in Science is an annual public event to inspire teenage girls in STEM fields. The eventÂ features accomplished female scientists talking about their careers, challenges, and successes, followed by conversationÂ in small groups over dinner.</p>
<p>This is a two-part event designed to connect accomplished women in science with high school girls who are interested in STEM. All ages and genders are welcome, but the main target audience is high school girls.</p>
<p>The event starts at 4pm with a group interview of six prominent woman scientists followed by smaller breakout groups for dinner on the lawn at 5:15pm,Â where attendees will be able to chat informally with a panel member. This event is free and open to the public. Dinner is catered by Foster's Market.Â </p>
<p><strong>Advance sign up for dinner is required.</strong>Â Sign up will open at theÂ <a href=""https://www.ncssm.edu/events/lean-in-women-in-science-2025"">event website</a>Â on March 20. Dinner seating is limited to 14Â seats per panelist, first come first served. Attendees younger than 14Â should be accompanied by an adult.</p>
","https://www.ncssm.edu/events/lean-in-women-in-science-2025","In-person"
3394,"Yates Mill Aquatic Conservation Center: Open House Tour","Accepted","Historic Yates Mill County Park","Government Agency (state or local)","4620 Lake Wheeler Road",,"Raleigh","North Carolina",27603,"https://www.facebook.com/yatesmill",,,"https://thewire.wake.gov/","http://www.ncsciencefestival.org/events/yates-mill-aquatic-conservation-center-open-house-tour","Hands-On, Indoor Event, Tour","Life Sciences, Earth & Space Sciences, Environment, Technology","Children, Teens, Families, Adults",,"04/26/2025 - 10:00am to 2:00pm","Yates Mill Aquatic Conservation Center","4620 Lake Wheeler Road",,"Raleigh","North Carolina",27603,"Wake","POINT (-78.6872354 35.7195119)","FREE",,"<p>Come get acquainted with some of North Carolina's most imperiled freshwater fishes, mussels, and snails, and see what theÂ <a href=""https://gcc02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.yatesmillaquaticconservationcenter.org%2F&data=05%7C02%7Cadam.prince%40wake.gov%7C892e216d14044f3b925c08dd0a6b041b%7Cc5a412d13abf43a48c5b4a53a6cc0f2f%7C0%7C0%7C638678176992954803%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=svLDYboW6ET0pi4OW2HeZuxAPJavtjhMVyDOkgfkFiU%3D&reserved=0"" title=""//www.yatesmillaquaticconservationcenter.org/. Click or tap if you trust this link."">Yates Mill Aquatic Conservation Center</a>Â is doing to help conserve these surprisingÂ naturalÂ treasures. The YMACC is an NC State University laboratory dedicated to the conservation of our state's imperiled freshwater species through propagation,Â research, education, and public outreach.</p>
","https://anc.apm.activecommunities.com/wakeparks/activity/search/detail/7773?onlineSiteId=0&locale=en-US&from_original_cui=true","In-person"
3395,"Spring into Science","Accepted","Wake Tech Biotech Program","Community College","Western Wake Community College","3434 Kildaire Farm Road","Cary","North Carolina",27518,,,,"https://www.waketech.edu/user/login","http://www.ncsciencefestival.org/events/spring-science","Hands-On, Indoor Event, Performance/Talk","Life Sciences","Children, Teens",,"04/16/2025 - 9:00am to 1:00pm","Eastern Wake Campus","5401 Rolesville Road",,"Wendell","North Carolina",27591,"Wake","POINT (-78.415339 35.8072919)","FREE",,"<p>Ignite young minds with Wake Tech Biotechnology and get involved in cutting edge science activites. Dive into strawberry DNA extraction, Painting by Pipette, and Glo Germ activites. Explore how biotech affects our world while exciting our youth.</p>
","https://www.waketech.edu/","In-person"
3396,"Mayland Earth to Sky Park Day of STEAM Learning","Accepted","Mayland Earth to Sky Park","Non-profit","200 Mayland Drive",,"Spruce Pine","North Carolina",28777,"https://www.facebook.com/maylandcc","@earthtoskypark",,"https://www.mayland.edu/","http://www.ncsciencefestival.org/events/mayland-earth-sky-park-day-steam-learning","Hands-On, Indoor Event, Outdoor Event, Tour","Art & Design, Chemistry, Earth & Space Sciences, Engineering, Science & Society, Environment, Technology","Pre-K, Children, Teens, Families, Adults, Special Audience",,"04/05/2025 - 10:00am to 5:00pm","Mayland Earth to Sky Park","66 Energy Exchange Drive",,"Burnsville","North Carolina",28714,"Yancey","POINT (-82.300961 35.9173357)","FREE",,"<p>We are excited to announce that The Mayland Earth to Sky Park will be hosting and NCSciFest event again this year! Take a tour of Earth to Sky Park and see our Arthur Planetarium, Good of the Hive Mural, and Pollinator Meadow! Plus, enjoy fun STEAMÂ activitiesÂ led by Mayland Community College students andÂ staff outside at our Earth to Sky Park. Come out and learn about science and art at the park with us!</p>
",,"In-person"
3397,"Statewide Star Party: Mayland Earth to Sky Park","Accepted","Mayland Earth to Sky Park","Non-profit","200 Mayland Drive",,"Spruce Pine","North Carolina",28777,"https://www.facebook.com/maylandcc","@earthtoskypark",,"https://www.mayland.edu/","http://www.ncsciencefestival.org/events/statewide-star-party-mayland-earth-sky-park-1","Hands-On, Outdoor Event, Performance/Talk, Stargazing","Earth & Space Sciences, Technology","Pre-K, Children, Teens, Families, Adults, Special Audience",,"04/18/2025 - 8:30pm to 9:30pm","Mayland Earth to Sky Park's Bare Dark Sky Observatory","66 Energy Exchange Drive",,"Burnsville","North Carolina",28714,"Yancey","POINT (-82.300961 35.9173357)","FREE",,"<p>The Mayland Earth to Sky Park is proud to announce we are hosting aÂ NC SciFest StatewideÂ Star Party on April 18th 2025Â at 8:30pm.Â Come out explore the cosmos with our astronomers at our International Dark Sky Park! Visit our Moon Garden that surrounds the Bare Dark Sky Observatory. Join us for an evening of stargazing as you've never seen before! You will have the opportunity to view planets and stars through ourÂ 34"" diameterÂ Sam Scope, as well as our smaller planetary telescope. With the assistance of our Observatory staff, you will spend 1 hour viewing and learning about the dark skies. and learn hands on telescope operation and how to navigate the night sky.</p>
<p><a href=""https://www.eventbrite.com/e/nc-scifest-statewide-star-party-at-the-mayland-earth-to-sky-park-tickets-1243619692979?aff=oddtdtcreator"">Get your tickets here!</a></p>
<p>In case of rain, this event will be moved toÂ April 19th.</p>
","https://www.eventbrite.com/e/nc-scifest-statewide-star-party-at-the-mayland-earth-to-sky-park-tickets-1243619692979?aff=oddtdtcreator","In-person"
